Case,Centralized_reference_kW,Best_sequential_kW,Best_excess_pct,Worst_sequential_kW,Worst_excess_pct
P1/D3,248.534779325904,249.462890625,0.373433167628824,488.8330078125,96.6859564437429
P1/D4,510.087114526985,510.9375,0.16671377276483,824.296875,61.5992350178045
P2/D2,205.343321517954,205.95703125,0.298870071599884,236.71875,15.2794978916824
P2/D3,525.473396855429,526.1572265625,0.130135932887104,577.001953125,9.80612083845383
P2/D4,855.558618708833,856.171875,0.0716790501265998,909.609375,6.31759824624729
